code,name,address,city,website,email,phone_number
1046,Set wahis,"Boulevard Wahis, 16 b",Bruxelles,www.tcsetwahis.be,contact@tcsetwahis.be,27263202
3034,Sirault,"Rue Jules Ruelle, 18",Sirault,,philippemairesse@skynet.be,476654514
4123,Smash 2000,"Rue des Prés, 16",Hannut,www.smash2000.be,tennis.smash2000@gmail.com,
4015,Smash 51,"Rue Provinciale, 51",Liers,www.smash51.be,tc@smash51.be,477831825
3015,Smashingnivellois,"Avenue J. Mathieu, 19 (Parc de la Dodaine)",Nivelles,www.smashing.be,info@smashing.be,67216638
6054,Somme-leuze,"Rue Pays du Roi, 44",Sommeleuze,www.tcsomme-leuze.net,tennisclub.sommeleuze@gmail.com,86322120
3081,Sonegien,Rue Mlle Hanicq 13,Soignies,www.tennisclubsonegien.be,eric.jallet@pv.be,67490049
4035,Spa,"Avenue des Lanciers, 28",Spa,www.rtcspa.be,rtcspa.4035@gmail.com,485067457
1098,Sport village,"Vieux Chemin de Wavre, 117",Lasne,www.sportvillage.be,lasne@sportvillage.be,476842577
6068,Spy,Rue de Temploux 28A,Spy,,tcspy_game@hotmail.com,479860187
6056,Stabulois,"Rue du Bois, 98",Etalle,,tcsstabulois@googlemail.com,63233923
4032,Standard,"Allée du Bol d'Air, 15",Angleur,www.tcstandard.be,secretariat@tcstandard.be,43383459
4051,Stavelot,Plaine des Bressaix,Stavelot,,denis.legat@skynet.be,473212218
6055,Tabora,"Avenue de Tabora, 21",Namur,www.tctabora.be,tctabora@hotmail.com,485142765
6003,Tamines,"Place des Alloux, 1",Tamines,www.tcbs.be,tresorerie@tcbs.be,474692160
3060,Tc dour - le belvédère,"Chemin des Croix, 1 - Site du Belvédère (accès via la rue de France)",Dour,,tcdour.belvedere@gmail.com,
4070,Templier,"Rue Priespré, 3",Villersletemple,www.tctemplier.be,tc.templier4070@gmail.com,479529461
6075,Temploux,"Plaine des Sports - Rue des Fosses, 1",Temploux,,tennis@temploux.be,
4080,Tennis huy,"Plaine de la Sarte, 18 A",Huy,,newtennishuy@skynet.be,470443996
3040,Tennis sport fleurus,"Plaine des Sports, Rue de Fleurjoux, 50",Fleurus,,tsf2015@outlook.com,
3070,Tennislandrebecq,"Rue Zaman, 87",Rebecq,www.tennisland-rebecq.be,tennisland-rebecq@hotmail.com,67670267
4101,Tennissimo,"Rue Grand Bru, 20",Sprimont,www.tennissimo.be,info@tennissimo.be,43823020
1056,Terdelt,Complexe Sportif - Place Terdelt1,Bruxelles,www.tennisterdelt.be,tennisterdelt@gmail.com,475594045
4049,Theux,"Siège social : 12 Sur les Villers - Club : Avenue du Stade, 74",Theux,www.tctheux.com,andre.troisier@skynet.be,470622968
4024,Thimister,"Rue du Tennis, 1",Thimister,www.tcthimister.be,ph.nizet@skynet.be,476658014
3041,Thuin,"Route de Biesme, 53",Thuin,www.tcthuin.be,comite@tcthuin.be,471885448
3085,Tiebreak,"Rue du Laid Pas, 3",Thuin,,tc.newtiebreak@gmail.com,477291030
1408,Total,"Rue de la Limite, 61",Wezembeekoppem,www.csgtotal.be,tennis.be@total.com,27673646
3018,Tournaisien,"Rue de la Borgnette, 48",Froyennes,www.rtctournai.com,contact@rtctournai.com,69232846
4072,Trois frontieres,"Tennis Club des 3 Frontières Euregio ASBL, Rue César Franck, 165",Gemmenich,,info@tc3f.be,
4117,Troisponts,Avenue de la Salm 170,Troisponts,,secretariat.tctp@hotmail.com,
4090,Trooz,"Rue La Brouck Campagne, 39 a",Trooz,,,43517800
4131,Tsa,"Rue du Moulin, 1",Hamoir,,,475898726
3025,Tubize,"Rue Reine Astrid, 61",Tubize,www.tennisclub-tubize.be,fiorangela.branca@gmail.com,495510244
4085,Tultay,Rue du Neronry 11,Sprimont,www.tctultay.be,info@tctultay.be,494183366
1044,Uccle sport,"Chaussée de Ruisbroek, 18",Bruxelles,www.ucclesport.be,secretariat@ucclesport.be,23763779
4016,Universite,"Cent. Sportif Sart Tilman, Allée des Sports, Parking 63",Liege,,"rcae@uliege.be, leon@tcuniversite.be",
6092,Val d'attert,Voie de la Liberté,Attert,,jfkpatriarche@skynet.be,497437765
3001,Vautour,"Rue de la Trondeloire, 18 A",Vaulx tournai,www.vautour.be,guy.maronnier@vautour.be,476546011
4068,Vaux,"Rue de la Vesdre, 6",Vauxsouschevremont,,info@tcvaux.be,
3084,Venerie,"Chaussée de Ghislenghien,124",Thoricourt,,n.georges@tcvenerie.com,
4023,Vervietois,"Rue Carl Grun, 150",Verviers,www.rcsvtennis.be,bernard.gilis.rcsv@gmail.com,476983455
3039,Vikingchimay,Plaine du Chalon,Chimay,,fabienne.koenigs@fintro.be,477352528
3063,Villé tennis club,"Rue J.B. Loriaux, 3 a",Frasneslezgosselies,www.villersport.blogspot.be,villersport@gmail.com,474450708
6009,Virton,"A la Cour Marchal, 8 B",Virton,,tennisclubvirton@gmail.com,3.53E+11
4065,Vise,"Rue des Trois Rois, 1",Vise,www.tcvise.be,contact@tcvise.be,
4067,Waimes,"Rue du Centre, 24",Waimes,www.tcwaimes.be,tcwaimes@belgacom.net,476710889
6109,Walhain,Rue Chapelle Sainte Anne,Walhain,www.tcwalhain.be,info@tcwalhain.be,479989779
6027,Waltzing,Rue Henri le Blondel,Arlon,www.tcwaltzing.be,tcwaltzing@hotmail.com,497509020
4018,Wandre,"Rue du Charbonnage, 13",Wandre,,,486895737
4086,Waremmien,"Rue des Prés, 43 A",Waremme,www.tcwaremmien.be,tcwaremmien@skynet.be,495462406
4094,Warfusee,"Rue Eloi Fouarge, 41",Saintgeorgessurmeuse,www.tcwarfusee.be,info@tcwarfusee.be,496237614
3048,Warneton,"Rue du Faubourg de Lille, 43C",Warneton,www.tcwarneton.be,tcwarneton@gmail.com,475443662
1010,Waterloo,"Boulevard Henri Rolin, 5 b",Waterloo,www.waterloo-sports.be,fabrice.remy@waterloo-sports.be,474741009
1054,Watermael-boitsfort,Avenue des Nymphes 1 a,Watermaelboitsfort,www.calypso2000.be,raymond1170fabry@gmail.com,471739771
6010,Wellin,rue de bernonsart,Vencimont,,fredo151267@gmail.com,
1013,Wellington,"Avenue d'Hougoumont, 14",Uccle,www.royalwellington.be,secretariat@royalwellington.be,
6011,Wepion,"Chemin des Pruniers, 11",Wepion,www.rcnsm.be,l_dejaie@hotmail.com,81461130
1079,Wimbledon,"Chaussée de Waterloo, 220",Rhodesaintgenese,www.wimbledontc.com,wimbledon@skynet.be,23583523
1057,Wolu,"Avenue J.F. Debecker, 54",Woluwesaintlambert,www.wolutc.be,info@wolutc.be,495222812
4056,Maison bois,"Dreve de Maison Bois, 37",Theux,www.tennismaison.be,maison.bois@skynet.be,87299090
1053,Saint-josse,"Avenue des Communautes, 12",Bruxelles,www.batd.eu,michel.decock@batd.eu,474636928
1045,Foret de Soignes,"Avenue de l'Epervier, 16",Rhode Saint Genese,,eric@foretdesoignes.be,475858534
3037,Volee,"Rue des Dames, 79",Frameries,www.ctlavolee.be,ctlavolee3037@gmail.com,65677715
4102,Jena,"Rue de la Scierie, 16",Sclessin,www.jennatennis.be,jenatennis2013@mail.com,494869536
1095,B.sports,"Avenue de la Basilique, 14",,,fabimonne@gmail.com,474013194
